Event	ID	Name			Wwise Object Path	Notes
	98322895	Play_weaponFireEventSniper			\TomasEvents\Weapons\Play_weaponFireEventSniper	
	261501986	Play_targetHitEventJaguar			\TomasEvents\Targets\Play_targetHitEventJaguar	
	518560921	Play_paintballImpactEvent			\TomasEvents\Weapons\Play_paintballImpactEvent	
	602429883	Play_grenadeExplosionEvent			\TomasEvents\Weapons\Play_grenadeExplosionEvent	
	1500279162	Play_sniperHitEvent			\TomasEvents\Weapons\Play_sniperHitEvent	
	1673387754	Play_collectiblePickupEventGrenadeLauncher			\TomasEvents\Collectible\Play_collectiblePickupEventGrenadeLauncher	
	2095214130	Play_ambienceEvent			\TomasEvents\Play_ambienceEvent	
	2234563059	Stop_musicEvent			\TomasEvents\Music\Stop_musicEvent	
	2392080756	Play_weaponFireEventShotgun			\TomasEvents\Weapons\Play_weaponFireEventShotgun	
	2727600170	Play_targetSpawnEvent			\TomasEvents\Targets\Play_targetSpawnEvent	
	2884267058	Play_collectiblePickupEventShotgun			\TomasEvents\Collectible\Play_collectiblePickupEventShotgun	
	2963349357	Stop_Footsteps			\TomasEvents\FLY\Stop_Footsteps	
	3022987204	Play_weaponFireEventGrenadeLauncher			\TomasEvents\Weapons\Play_weaponFireEventGrenadeLauncher	
	3348176073	Play_weaponFireEventPaintball			\TomasEvents\Weapons\Play_weaponFireEventPaintball	
	3395657245	Play_collectiblePickupEventSniper			\TomasEvents\Collectible\Play_collectiblePickupEventSniper	
	3532474000	Play_uiClickEvent			\TomasEvents\Play_uiClickEvent	
	3854155799	Play_Footsteps			\TomasEvents\FLY\Play_Footsteps	
	3947573021	Play_musicEvent			\TomasEvents\Music\Play_musicEvent	
	3975240756	Play_targetHitEventHowlerMonkey			\TomasEvents\Targets\Play_targetHitEventHowlerMonkey	
	4010112737	Play_Sine			\TomasEvents\Play_Sine	
	4040040456	Play_targetHitEventCrocodile			\TomasEvents\Targets\Play_targetHitEventCrocodile	

State Group	ID	Name			Wwise Object Path	Notes
	4091656514	GameState			\TomasStates\GameState	

State	ID	Name	State Group			Notes
	748895195	None	GameState			
	2607556080	Menu	GameState			
	3863236874	Running	GameState			

Game Parameter	ID	Name			Wwise Object Path	Notes
	259509480	rtpcplayerSpeed			\TomasRTPCs\rtpcplayerSpeed	
	3898245870	rtpcScore			\TomasRTPCs\rtpcScore	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	102546109	Sine	Wwise Sine		\Actor-Mixer Hierarchy\TomasSounds\Sine\Sine\Sine	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	3669320	1-84 Reptile,Lizard 7 Snorty Growls 2	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\8C\{8C55D5D2-E4E0-A0BD-D3A1-B37167E0F19D}.wem		\Actor-Mixer Hierarchy\TomasSounds\Enemies\targetHitEvent\targetHitEventCrocodile\1-84 Reptile,Lizard 7 Snorty Growls 2		308852
	23789828	Weapon,Gun,Sniper,Action,Maragzine,Reload04	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\FC\{FCD4FF56-F29B-229B-B486-FDD82B44015C}.wem		\Actor-Mixer Hierarchy\TomasSounds\Player\Weapons\collectiblePickupEvents\collectiblePickupEventSniper\Weapon,Gun,Sniper,Action,Maragzine,Reload04		217192
	92861696	Weapon,Gun,Sniper,Fire,Shoot,Shot,Plasma,Energy02	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\B4\{B4CE25FB-0F27-F485-A700-76FAEBCF7804}.wem		\Actor-Mixer Hierarchy\TomasSounds\Player\Weapons\weaponFireEvent\weaponFireEventSniper\Shot\Weapon,Gun,Sniper,Fire,Shoot,Shot,Plasma,Energy02		386040
	114438353	Weapon,Gun,Sniper,Fire,Shoot,Shot,Plasma,Energy03	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\12\{1262F2BC-0DEA-8C6B-1A4A-E9068F59A444}.wem		\Actor-Mixer Hierarchy\TomasSounds\Player\Weapons\weaponFireEvent\weaponFireEventSniper\Shot\Weapon,Gun,Sniper,Fire,Shoot,Shot,Plasma,Energy03		386324
	128343529	18 Sword Or Bayonet Juicy Stab 2_ Impact With Gush And Sword Turn	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\E6\{E6D8C990-CA9A-DAA3-8482-DB8618A8E7DA}.wem		\Actor-Mixer Hierarchy\TomasSounds\Player\Weapons\BulletImpacts\sniperHitEvent\18 Sword Or Bayonet Juicy Stab 2_ Impact With Gush And Sword Turn		38528
	140371667	UEDS EXPLOSION NEUTRAL FAST CRISP Small 20	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\B5\{B5DF4F97-4658-FBA5-94BF-279F2C9A92E5}.wem		\Actor-Mixer Hierarchy\TomasSounds\Player\Weapons\BulletImpacts\grenadeExplosionEvent\UEDS EXPLOSION NEUTRAL FAST CRISP Small 20		1053356
	157732001	HRCK Impact - Rock Thunk 3	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\9A\{9A882B27-EE68-3526-3790-E73772D9BEAC}.wem		\Actor-Mixer Hierarchy\TomasSounds\Player\Weapons\weaponFireEvent\weaponFireEventGrenadeLauncher\ThumpLow\HRCK Impact - Rock Thunk 3		354544
	164352216	Pop	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\E4\{E466182B-8E21-F4C5-55F5-A45E8D5C8D0A}.wem		\Actor-Mixer Hierarchy\TomasSounds\Enemies\targetSpawnEvent\Pop		42444
	232401488	Monkey_Scream_Excited_01	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\57\{57DD7ADD-5901-8A32-3D5E-D53C6F65491A}.wem		\Actor-Mixer Hierarchy\TomasSounds\Enemies\targetHitEvent\targetHitEventHowlerMonkey\Monkey_Scream_Excited_01		47738
	243813065	Monkey_Laugh_Squeal_Happy 1	C:\Users\sd115tomas\SuperCoolAmazingShooterGame\SuperCoolAmazingShooterGame_WwiseProject\.cache\EA\{EA674E31-40E4-35E6-251B-E3BBCBD87621}.wem		\Actor-Mixer Hierarchy\TomasSounds\Enemies\targetHitEvent\targetHitEventHowlerMonkey\Monkey_Laugh_Squeal_Happy 1		42938
